"KC2UEZ","K2JJI","160m","PHONE","1A","NNY","","0","0","2","05/26/17 10:44:01 AM"
"KC2UEZ","K2I","160m","PHONE","1A","NNY","","0","0","2","05/26/17 10:52:28 AM"
"KC2UEZ","K3667581J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:00:07 AM"
"KC2UEZ","K6486726J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:00:07 AM"
"KC2UEZ","K4893768J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:00:07 AM"
"KC2UEZ","K2023003J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:00:07 AM"
"KC2UEZ","K7724705J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:00:07 AM"
"KC2UEZ","K1648743J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:01:02 AM"
"KC2UEZ","K7182376J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:01:02 AM"
"KC2UEZ","K2950421J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:01:02 AM"
"KC2UEZ","K5977934J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:01:02 AM"
"KC2UEZ","K1249280J","160m","PHONE","1A","NNY","","0","0","2","05/26/17 11:01:02 AM"
